0,0,0.0
0,1,0.25
0,2,0.38490023372138094
0,3,0.47247041266788625
0,4,0.5349922515622305
0,5,0.5823559651290149
0,6,0.6197314933330955
0,7,0.6501225412742355
0,8,0.6754096519386883
0,9,0.6968373240533455
0,10,0.7152667825618957
0,11,0.7313142980415215
0,12,0.7454341646516746
0,13,0.7579693120566577
0,14,0.7691840451325209
0,15,0.7792855543207644
0,16,0.7884389699356917
0,17,0.7967772659891564
0,18,0.8044093770768459
0,19,0.8114250833849974
0,20,0.8178991200280893
0,21,0.8238947383028217
0,22,0.8294651222686407
0,23,0.8346557990637378
0,24,0.8395058718790919
0,25,0.8440491312553843
0,26,0.8483149814003379
0,27,0.852329051130514
0,28,0.8561138832891069
0,29,0.8596893179498439
0,30,0.8630729494776799
0,31,0.8662804030347222
0,32,0.8693256228601324
0,33,0.8722212030012176
0,34,0.8749780892247214
0,35,0.8776065069187209
0,36,0.8801155572382602
0,37,0.882513490416968
0,38,0.8848078226995534
0,39,0.8870053651645978
0,40,0.8891123355791839
0,41,0.8911344282821116
0,42,0.8930768579775016
0,43,0.8949444074130234
0,44,0.8967414852076574
0,45,0.8984719235796885
0,46,0.9001399149098239
0,47,0.9017487145474186
0,48,0.9033015160926146
0,49,0.9048013106456099
0,50,0.9062508460290595
1,0,0.25
1,1,0.1924501995251061
1,2,0.27151995094875564
1,3,0.34690978309326953
1,4,0.4094247489680173
1,5,0.46077832777491756
1,6,0.5034191496502105
1,7,0.5393250093193526
1,8,0.5699710580741006
1,9,0.5964498198520894
1,10,0.6195635280452234
1,11,0.6399390184396248
1,12,0.6580436535825143
1,13,0.6742496442494534
1,14,0.6888493380923992
1,15,0.7020764594317892
1,16,0.7141232847873129
1,17,0.7251449519505865
1,18,0.7352716312566299
1,19,0.7446125336777831
1,20,0.7532555633768956
1,21,0.7612815879658108
1,22,0.7687572986164477
1,23,0.7757346006829053
1,24,0.782267185971115
1,25,0.7883968971687274
1,26,0.7941609952939501
1,27,0.7995918548133422
1,28,0.8047195894624286
